0,2015-05-03 14:04:14,1
1,2015-06-05 15:39:36,51
2,2015-05-01 17:53:50,18
3,2015-06-18 17:17:23,59
4,2015-05-30 14:28:46,37
5,2015-06-26 11:09:41,54
6,2015-05-24 13:58:08,54
7,2015-06-02 08:48:12,29
8,2015-05-21 08:29:07,19
9,2015-06-17 15:39:45,68
10,2015-05-26 13:23:25,27
11,2015-06-26 14:32:33,10
12,2015-05-21 10:39:07,31
13,2015-06-01 13:31:53,30
14,2015-05-16 15:08:20,24
15,2015-06-23 11:54:47,9
16,2015-05-26 17:38:39,6
17,2015-06-18 10:49:57,2
18,2015-05-23 16:25:06,66
19,2015-06-11 11:41:54,57
20,2015-05-05 17:52:36,32
21,2015-06-09 11:22:37,57
22,2015-05-18 16:38:42,31
23,2015-06-06 08:22:00,37
24,2015-05-26 11:21:46,66
25,2015-06-11 17:35:52,64
26,2015-05-19 12:31:46,21
27,2015-06-20 17:20:59,38
28,2015-05-21 11:09:39,51
29,2015-06-03 15:04:32,36
30,2015-05-28 10:22:00,50
31,2015-06-24 14:06:46,47
32,2015-05-28 11:00:22,4
33,2015-06-19 16:23:08,33
34,2015-05-24 14:32:18,44
35,2015-06-13 11:29:16,58
36,2015-05-27 13:35:10,10
37,2015-06-20 09:04:54,59
38,2015-05-06 10:56:40,65
39,2015-06-22 13:12:14,25
40,2015-05-19 10:18:01,34
41,2015-06-22 12:43:46,7
42,2015-05-20 15:04:51,26
43,2015-06-15 11:48:47,16
44,2015-05-29 16:32:43,27
45,2015-06-24 17:45:46,43
46,2015-05-08 12:33:03,58
47,2015-06-19 15:05:51,30
48,2015-05-26 17:09:50,45
49,2015-06-29 08:04:30,21
50,2015-05-08 15:36:29,65
51,2015-06-21 10:29:24,31
52,2015-05-27 15:25:10,17
53,2015-06-26 11:19:34,54
54,2015-05-13 14:33:06,37
55,2015-06-13 08:41:49,30
56,2015-05-02 11:54:55,10
57,2015-06-12 15:51:38,19
58,2015-05-18 16:07:14,61
59,2015-06-24 08:06:31,49
60,2015-05-15 11:52:24,39
61,2015-06-26 14:43:06,57
62,2015-05-28 13:24:43,22
63,2015-06-18 14:52:27,11
64,2015-05-22 08:24:19,53
65,2015-06-23 11:33:40,25
66,2015-05-02 10:51:19,18
67,2015-06-25 15:02:08,37
68,2015-05-23 13:07:50,8
69,2015-06-07 09:06:52,63
70,2015-05-16 16:38:18,3
71,2015-06-06 11:41:04,61
72,2015-05-31 13:27:17,53
73,2015-06-09 09:26:45,48
74,2015-05-09 14:33:30,20
75,2015-06-11 12:24:14,70
76,2015-05-03 11:12:39,3
77,2015-06-17 10:31:59,56
78,2015-05-09 16:29:06,29
79,2015-06-18 10:18:49,48
80,2015-05-17 10:29:50,21
81,2015-06-17 16:56:57,15
82,2015-05-11 10:49:21,58
83,2015-06-16 09:03:59,43
84,2015-05-31 14:45:45,66
85,2015-06-30 12:02:37,62
86,2015-05-22 08:17:23,23
87,2015-06-26 11:42:13,63
88,2015-05-11 16:13:07,19
89,2015-06-21 16:15:27,30
90,2015-05-31 16:38:33,22
91,2015-06-15 10:13:29,11
92,2015-05-21 16:21:51,41
93,2015-06-07 17:08:46,69
94,2015-05-25 16:08:10,28
95,2015-06-21 12:19:09,31
96,2015-05-07 11:30:18,45
97,2015-06-29 14:03:33,4
98,2015-05-31 11:30:15,68
99,2015-06-25 17:36:34,68
100,2015-05-01 13:47:36,64
101,2015-06-13 12:28:00,12
102,2015-05-18 13:20:42,2
103,2015-06-15 08:11:44,40
104,2015-05-20 14:38:55,52
105,2015-06-05 10:41:46,16
106,2015-05-04 17:10:32,12
107,2015-06-16 09:02:03,18
108,2015-05-21 11:05:36,50
109,2015-06-10 15:31:00,64
110,2015-05-13 11:21:11,31
111,2015-06-05 11:51:29,30
112,2015-05-31 10:53:09,56
113,2015-06-24 15:52:56,6
114,2015-05-20 17:43:53,46
115,2015-06-07 08:21:43,60
116,2015-05-29 13:05:14,53
117,2015-06-14 12:14:58,66
118,2015-05-29 09:58:43,69
119,2015-06-06 13:04:49,63
120,2015-05-17 10:31:12,59
121,2015-06-30 12:22:40,22
122,2015-05-02 15:36:17,4
123,2015-06-05 08:22:36,44
124,2015-05-21 09:57:33,8
125,2015-06-19 17:01:42,54
126,2015-05-19 14:38:12,33
127,2015-06-19 12:19:34,42
128,2015-05-15 17:49:41,47
129,2015-06-02 15:57:11,9
130,2015-05-14 08:34:12,29
131,2015-06-30 17:50:26,31
132,2015-05-19 11:29:19,41
133,2015-06-27 12:36:33,58
134,2015-05-29 16:27:31,24
135,2015-06-02 11:40:05,66
136,2015-05-08 17:02:15,4
137,2015-06-01 14:48:33,26
138,2015-05-27 08:56:06,41
139,2015-06-05 14:50:53,14
140,2015-05-16 13:42:08,1
141,2015-06-03 09:09:20,53
142,2015-05-11 14:44:16,54
143,2015-06-04 13:02:13,68
144,2015-05-05 13:09:20,35
145,2015-06-16 13:08:31,34
146,2015-05-04 08:15:29,36
147,2015-06-23 16:19:38,65
148,2015-05-31 08:41:31,21
149,2015-06-06 10:55:36,26
150,2015-05-25 14:58:29,46
151,2015-06-09 10:17:18,48
152,2015-05-29 12:54:51,27
153,2015-06-14 15:51:59,24
154,2015-05-01 16:02:34,10
155,2015-06-09 10:08:50,37
156,2015-05-10 13:42:00,30
157,2015-06-06 08:56:57,44
158,2015-05-03 16:53:13,46
159,2015-06-11 13:28:18,36
160,2015-05-08 15:22:40,2
161,2015-06-19 16:24:30,32
162,2015-05-27 13:39:35,53
163,2015-06-11 13:43:39,41
164,2015-05-05 12:14:29,21
165,2015-06-29 17:35:19,14
166,2015-05-31 14:35:32,36
167,2015-06-25 17:25:50,21
168,2015-05-11 12:59:45,11
169,2015-06-12 09:02:41,16
170,2015-05-09 09:49:38,32
171,2015-06-07 16:34:18,2
172,2015-05-02 15:53:13,38
173,2015-06-13 13:13:11,56
174,2015-05-07 08:04:49,18
175,2015-06-04 15:28:44,53
176,2015-05-20 08:42:09,68
177,2015-06-20 16:12:52,58
178,2015-05-04 11:46:44,54
179,2015-06-10 17:09:48,5
180,2015-05-11 14:29:39,24
181,2015-06-15 17:03:06,63
182,2015-05-28 12:34:28,56
183,2015-06-06 13:02:06,11
184,2015-05-30 15:44:33,43
185,2015-06-18 10:08:12,1
186,2015-05-13 13:21:58,22
187,2015-06-05 12:22:27,16
188,2015-05-24 17:56:08,20
189,2015-06-02 12:04:52,5
190,2015-05-06 10:18:02,34
191,2015-06-18 12:19:24,13
192,2015-05-08 14:46:41,22
193,2015-06-13 11:53:04,21
194,2015-05-31 17:01:40,25
195,2015-06-07 17:59:26,44
196,2015-05-16 13:09:53,6
197,2015-06-12 17:29:53,62
198,2015-05-29 13:53:37,36
199,2015-06-11 13:17:01,5
200,2015-05-25 10:54:04,24
201,2015-06-07 09:51:26,3
202,2015-05-17 15:48:21,53
203,2015-06-24 14:35:19,8
204,2015-05-08 11:50:18,49
205,2015-06-19 16:10:38,62
206,2015-05-08 13:38:38,66
207,2015-06-29 12:34:46,1
208,2015-05-09 16:22:25,2
209,2015-06-08 08:59:08,29
210,2015-05-19 16:36:16,5
211,2015-06-23 12:27:10,16
212,2015-05-31 12:39:33,4
213,2015-06-05 09:51:44,10
214,2015-05-22 14:16:49,43
215,2015-06-04 11:29:58,25
216,2015-05-10 13:52:23,57
217,2015-06-29 09:10:33,16
218,2015-05-28 10:49:03,66
219,2015-06-13 09:17:03,25
220,2015-05-13 15:17:03,51
221,2015-06-15 14:53:23,59
222,2015-05-04 10:22:55,5
223,2015-06-17 11:12:54,52
224,2015-05-17 13:13:30,51
225,2015-06-17 15:18:00,46
226,2015-05-30 08:56:41,24
227,2015-06-03 15:01:04,1
228,2015-05-15 15:02:43,34
229,2015-06-12 11:01:27,22
230,2015-05-14 14:20:08,58
231,2015-06-14 09:59:03,28
232,2015-05-09 13:47:32,49
233,2015-06-29 10:43:41,38
234,2015-05-05 12:15:14,18
235,2015-06-22 13:50:14,40
236,2015-05-03 16:18:51,44
237,2015-06-14 10:34:12,37
238,2015-05-31 08:33:34,14
239,2015-06-11 08:18:00,28
240,2015-05-14 14:01:11,1
241,2015-06-01 10:49:11,35
242,2015-05-30 11:39:11,10
243,2015-06-16 11:01:01,60
244,2015-05-20 13:36:33,37
245,2015-06-23 14:30:54,58
246,2015-05-26 17:23:17,3
247,2015-06-26 13:58:43,59
248,2015-05-31 09:59:41,60
249,2015-06-30 17:19:42,6
250,2015-05-14 13:59:08,25
251,2015-06-23 09:43:35,67
252,2015-05-21 08:54:17,51
253,2015-06-16 10:20:45,53
254,2015-05-19 08:42:33,27
255,2015-06-08 11:35:05,23
256,2015-05-08 12:50:22,47
257,2015-06-24 12:37:30,63
258,2015-05-29 13:54:41,16
259,2015-06-06 17:32:12,45
260,2015-05-15 10:37:35,48
261,2015-06-16 17:49:00,38
262,2015-05-06 12:33:26,64
263,2015-06-30 11:15:44,39
264,2015-05-29 11:02:35,32
265,2015-06-21 12:08:56,55
266,2015-05-20 13:40:34,31
267,2015-06-09 11:09:13,16
